Gene	Mutations	Coverage	p-value	q-value	Rank
GCLC	10	3543	0.021042133	0.054055245	6659
STAM2	11	4856	0.021051354	0.054055245	6660
ZNF653	9	3760	0.021055898	0.054055245	6661
KDM4A	8	4151	0.021058378	0.054055245	6662
TRDN	9	3348	0.021058898	0.054055245	6663
CCDC66	10	4859	0.021066032	0.054055245	6664
SPAST	11	3113	0.021066566	0.054055245	6665
GJC1	10	3211	0.021072729	0.054055245	6666
LONRF2	9	3191	0.021077963	0.054055245	6667
PCNX3	10	4145	0.021080883	0.054055245	6668
CRHBP	8	3297	0.021083354	0.054055245	6669
TNFSF11	9	3650	0.021090784	0.054055245	6670
PLD2	10	3914	0.021092571	0.054055245	6671
FUT10	10	4460	0.021094319	0.054055245	6672
TIPARP	9	4573	0.021095211	0.054055245	6673
SPIC	9	4179	0.021095399	0.054055245	6674
BFSP1	9	3457	0.021095533	0.054055245	6675
NDUFS2	7	4512	0.021096968	0.054055245	6676
TEX37	10	4823	0.021097174	0.054055245	6677
POU2F2	10	3690	0.021097711	0.054055245	6678
PRAMEF18	11	4754	0.021100817	0.054055245	6679
CCDC142	10	4294	0.021104307	0.054056092	6680
RHNO1	10	3963	0.021115308	0.054073255	6681
NFKB1	9	3341	0.021118052	0.054073255	6682
LTBP4	9	4390	0.021126543	0.054073255	6683
EPM2AIP1	8	4743	0.021129491	0.054073255	6684
MLXIP	9	4504	0.021133761	0.054073255	6685
ZNF549	10	3413	0.021139193	0.054073255	6686
TSPAN14	8	4518	0.021139243	0.054073255	6687
KLRC1	9	3886	0.021142175	0.054073255	6688
KLHL28	8	4218	0.021144405	0.054073255	6689
FGFBP1	9	4150	0.021147558	0.054073255	6690
OXGR1	10	3684	0.021148765	0.054073255	6691
RPGR	10	4649	0.021150497	0.054073255	6692
WDR11	9	4942	0.021155920	0.054073255	6693
HADHB	10	4813	0.021157870	0.054073255	6694
C1QA	7	4510	0.021158413	0.054073255	6695
CDK8	9	3944	0.021163926	0.054079267	6696
TRDMT1	9	4016	0.021171852	0.054091443	6697
BCO2	10	3513	0.021182116	0.054109586	6698
SPATA22	9	3567	0.021188621	0.054118124	6699
UQCC1	8	4461	0.021198913	0.054135654	6700
TLE4	11	4405	0.021207342	0.054135654	6701
SCLT1	8	4217	0.021208866	0.054135654	6702
CMPK2	10	4230	0.021209885	0.054135654	6703
STK32C	11	4538	0.021211305	0.054135654	6704
MPP6	10	3024	0.021223927	0.054152632	6705
IGKV1-12	9	4394	0.021227961	0.054152632	6706
IQCE	9	3716	0.021231536	0.054152632	6707
SYT7	9	4241	0.021232723	0.054152632	6708
TMPPE	8	4217	0.021233782	0.054152632	6709
OPN4	10	3757	0.021245828	0.054172004	6710
FCGR1A	9	4267	0.021247996	0.054172004	6711
LINS1	9	3971	0.021250876	0.054172004	6712
MYCT1	9	3693	0.021258543	0.054178449	6713
FASLG	9	4327	0.021267813	0.054178449	6714
EHMT2	10	3494	0.021273552	0.054178449	6715
MYBPH	10	4292	0.021276088	0.054178449	6716
ACTN4	9	3875	0.021280993	0.054178449	6717
URI1	12	4316	0.021285735	0.054178449	6718
UBN1	9	4344	0.021289175	0.054178449	6719
CLMP	9	3956	0.021291604	0.054178449	6720
RABGAP1	10	3837	0.021291828	0.054178449	6721
MAPK10	9	4142	0.021295245	0.054178449	6722
ITM2A	11	3480	0.021299176	0.054178449	6723
DCAF13	9	3780	0.021301175	0.054178449	6724
NDNF	10	3347	0.021302386	0.054178449	6725
PPP1CC	10	3386	0.021302546	0.054178449	6726
CHP2	8	3011	0.021304883	0.054178449	6727
GALNT10	11	3073	0.021314197	0.054178449	6728
GPR107	10	4983	0.021316270	0.054178449	6729
EHF	10	4806	0.021318653	0.054178449	6730
TUBGCP5	10	3658	0.021319760	0.054178449	6731
TMEM145	11	3759	0.021325102	0.054178449	6732
GTPBP4	9	3106	0.021329225	0.054178449	6733
FAM110B	10	3673	0.021329291	0.054178449	6734
NOL8	10	3117	0.021334967	0.054178449	6735
OSBPL10	11	3868	0.021337249	0.054178449	6736
UPF1	9	4995	0.021351384	0.054178449	6737
MTARC2	10	3068	0.021358415	0.054178449	6738
DMTF1	9	4096	0.021358725	0.054178449	6739
SEPTIN6	9	3452	0.021371868	0.054178449	6740
SLC52A3	10	4776	0.021372174	0.054178449	6741
GJA4	8	4213	0.021374089	0.054178449	6742
GART	9	3429	0.021375472	0.054178449	6743
ZNF398	9	3142	0.021381030	0.054178449	6744
SPRR1A	9	3660	0.021381228	0.054178449	6745
TCP11L2	9	4136	0.021386980	0.054178449	6746
VGLL1	9	3659	0.021387795	0.054178449	6747
ADRA2C	10	3383	0.021396192	0.054178449	6748
C11orf87	9	3848	0.021399324	0.054178449	6749
TXNDC16	9	4366	0.021399739	0.054178449	6750
AKT3	9	4061	0.021407742	0.054178449	6751
GNL3L	9	4612	0.021412574	0.054178449	6752
USP45	7	3751	0.021413018	0.054178449	6753
RARS2	11	4970	0.021413788	0.054178449	6754
CAMK2B	10	3291	0.021415432	0.054178449	6755
CBLL1	8	3961	0.021418704	0.054178449	6756
PKN2	10	4096	0.021419519	0.054178449	6757
GFPT2	9	3815	0.021422494	0.054178449	6758
KRTAP13-4	9	4781	0.021426286	0.054178449	6759
DBR1	9	4711	0.021426779	0.054178449	6760
ZNF14	10	3859	0.021429244	0.054178449	6761
ALG3	10	3677	0.021434225	0.054178449	6762
COG6	10	3234	0.021436348	0.054178449	6763
MPHOSPH8	8	3102	0.021438707	0.054178449	6764
TUBA3D	9	4857	0.021440965	0.054178449	6765
IL2	8	3459	0.021443632	0.054178449	6766
IQCA1	7	4933	0.021450845	0.054178449	6767
GDAP1L1	8	4129	0.021454929	0.054178449	6768
SUPT5H	10	4275	0.021460174	0.054178449	6769
PRR30	10	3294	0.021466083	0.054178449	6770
ZNF180	11	3871	0.021467133	0.054178449	6771
TAF1A	8	4409	0.021469079	0.054178449	6772
HEATR3	10	3413	0.021476143	0.054178449	6773
SLC22A8	10	3134	0.021477293	0.054178449	6774
RPRD1B	9	3183	0.021479991	0.054178449	6775
IGHE	10	4377	0.021482210	0.054178449	6776
ZNF233	10	3661	0.021486637	0.054178449	6777
B3GNT2	10	4804	0.021488936	0.054178449	6778
STKLD1	9	4309	0.021492189	0.054178449	6779
PHKA2	11	4695	0.021493778	0.054178449	6780
HHIP	11	3581	0.021495249	0.054178449	6781
PLA2G2F	7	3537	0.021495669	0.054178449	6782
TUB	8	4360	0.021515050	0.054178449	6783
RUFY3	9	4260	0.021520915	0.054178449	6784
TMCO3	9	4791	0.021521240	0.054178449	6785
ASMT	8	3440	0.021523428	0.054178449	6786
RBM46	10	4408	0.021524060	0.054178449	6787
FGD4	11	4683	0.021532542	0.054178449	6788
MYL2	10	3383	0.021533127	0.054178449	6789
NNT	11	4588	0.021536734	0.054178449	6790
PRKACB	10	4717	0.021539266	0.054178449	6791
KIFC1	10	3679	0.021540104	0.054178449	6792
IRAG1	8	4111	0.021540147	0.054178449	6793
RETSAT	9	3824	0.021546597	0.054178449	6794
ZNF449	8	3349	0.021546734	0.054178449	6795
HSD17B6	8	4909	0.021547774	0.054178449	6796
P4HTM	11	4149	0.021552909	0.054178449	6797
TONSL	10	4474	0.021555455	0.054178449	6798
IGKV1-6	10	3867	0.021555706	0.054178449	6799
KASH5	9	3856	0.021557219	0.054178449	6800
SRPRA	8	4939	0.021565648	0.054178449	6801
IGBP1P2	11	3389	0.021572586	0.054178449	6802
RNF111	9	4808	0.021573177	0.054178449	6803
TBL1XR1	10	3629	0.021573874	0.054178449	6804
PAX6	11	3361	0.021574012	0.054178449	6805
CLUL1	9	3574	0.021582901	0.054178449	6806
PPP2R2B	8	4943	0.021586636	0.054178449	6807
ARID3C	9	4378	0.021586877	0.054178449	6808
IPO13	8	3471	0.021590388	0.054178449	6809
RTP2	10	3062	0.021590879	0.054178449	6810
PNPLA5	9	3438	0.021592538	0.054178449	6811
ZNF514	9	3464	0.021593847	0.054178449	6812
MROH1	8	4818	0.021595093	0.054178449	6813
OR51B6	10	3864	0.021596321	0.054178449	6814
ORM1	9	3298	0.021599340	0.054178449	6815
PDE4D	10	3024	0.021601024	0.054178449	6816
ALS2CL	9	3529	0.021607758	0.054178449	6817
ELOVL4	11	4960	0.021608058	0.054178449	6818
ABCB10	9	4234	0.021610409	0.054178449	6819
LCE2B	9	4952	0.021612575	0.054178449	6820
ADRB2	8	4073	0.021617013	0.054178449	6821
ZNF697	9	4709	0.021620023	0.054178449	6822
LMNB2	8	4764	0.021624886	0.054178449	6823
TMPRSS11F	9	4256	0.021637487	0.054178449	6824
KRT32	9	3187	0.021638671	0.054178449	6825
MAML3	10	3053	0.021640171	0.054178449	6826
KLF12	7	3479	0.021643100	0.054178449	6827
ADNP	10	4424	0.021645100	0.054178449	6828
DCST2	7	4745	0.021648099	0.054178449	6829
HNRNPA1L2	10	3902	0.021648592	0.054178449	6830
GRIN1	8	4625	0.021649545	0.054178449	6831
OR7G1	10	4942	0.021650097	0.054178449	6832
RBPJL	9	3485	0.021650461	0.054178449	6833
SMAD3	9	3210	0.021659093	0.054178449	6834
LEMD3	9	3985	0.021660069	0.054178449	6835
FST	9	3713	0.021665336	0.054178449	6836
TMEM207	10	4593	0.021666355	0.054178449	6837
AADACL3	9	4423	0.021667446	0.054178449	6838
KBTBD2	9	3757	0.021667626	0.054178449	6839
OR2W1	9	3903	0.021668589	0.054178449	6840
SLC12A6	11	4981	0.021669850	0.054178449	6841
RAB3IP	9	4098	0.021671021	0.054178449	6842
GSTA4	10	3070	0.021672444	0.054178449	6843
LARP7	8	4683	0.021674564	0.054178449	6844
FSIP1	8	4326	0.021680666	0.054178449	6845
SEMA4C	9	4490	0.021685912	0.054178449	6846
VPS45	8	3186	0.021687275	0.054178449	6847
STK10	8	3193	0.021687979	0.054178449	6848
TNNI3K	11	3839	0.021688433	0.054178449	6849
HEXA	10	3816	0.021691690	0.054178449	6850
CD80	8	3015	0.021693708	0.054178449	6851
EPHX4	9	3951	0.021700064	0.054178449	6852
TMEM81	8	3182	0.021702814	0.054178449	6853
POMK	8	3870	0.021703561	0.054178449	6854
SEMA4G	9	4534	0.021713124	0.054178449	6855
NFKBID	10	4288	0.021719638	0.054178449	6856
KIF18B	9	4698	0.021720842	0.054178449	6857
IGHV1-45	9	3405	0.021727180	0.054178449	6858
RASD2	9	4387	0.021730455	0.054178449	6859
ZNF443	9	3087	0.021730785	0.054178449	6860
TEX29	9	3073	0.021730948	0.054178449	6861
ZKSCAN7	9	3518	0.021731105	0.054178449	6862
LIPF	9	3976	0.021731542	0.054178449	6863
GTF2E1	9	4983	0.021734937	0.054179017	6864
PIGR	9	4065	0.021741489	0.054187455	6865
SLC16A7	9	4311	0.021752107	0.054203582	6866
LNPEP	9	3226	0.021765294	0.054203582	6867
OCRL	11	4537	0.021765996	0.054203582	6868
IL23R	10	3316	0.021768647	0.054203582	6869
ALCAM	9	4134	0.021771232	0.054203582	6870
ZNF25	9	3648	0.021771708	0.054203582	6871
USP36	9	4112	0.021772222	0.054203582	6872
SF3B4	9	4678	0.021775433	0.054203582	6873
STRA8	9	3809	0.021779181	0.054203582	6874
GRM2	10	3136	0.021783837	0.054203582	6875
DCAF11	8	4350	0.021791032	0.054203582	6876
IGKV1D-42	10	4777	0.021792707	0.054203582	6877
LRRC23	9	3925	0.021810327	0.054203582	6878
OR8B3	9	3832	0.021812142	0.054203582	6879
AJUBA	11	4289	0.021814926	0.054203582	6880
RSPH14	9	4438	0.021816300	0.054203582	6881
NPAS2	8	3464	0.021817941	0.054203582	6882
ALPG	8	3140	0.021820817	0.054203582	6883
DDX46	8	3399	0.021825433	0.054203582	6884
CALB1	10	3484	0.021826043	0.054203582	6885
CHIT1	9	3741	0.021834665	0.054203582	6886
STK17B	9	4121	0.021837756	0.054203582	6887
SHOX2	10	3249	0.021843614	0.054203582	6888
TTLL11	9	3563	0.021843869	0.054203582	6889
OR1G1	10	3718	0.021850248	0.054203582	6890
IRF2	7	3053	0.021850946	0.054203582	6891
SPON2	8	3657	0.021851755	0.054203582	6892
ICAM5	8	4743	0.021852598	0.054203582	6893
UBXN1	9	4943	0.021854104	0.054203582	6894
ATP6V0A2	9	4774	0.021856962	0.054203582	6895
ADH7	10	4553	0.021859051	0.054203582	6896
ZNF512B	8	3923	0.021860452	0.054203582	6897
KRT17	9	3386	0.021860646	0.054203582	6898
IL17RE	9	4319	0.021866417	0.054203582	6899
B4GALNT4	8	3725	0.021868232	0.054203582	6900
GNAI1	9	3978	0.021875041	0.054203582	6901
SAMD4A	9	3500	0.021875516	0.054203582	6902
MLKL	8	3845	0.021876915	0.054203582	6903
GPR39	9	4071	0.021884893	0.054203582	6904
RNASE12	7	4065	0.021887809	0.054203582	6905
CRYGA	8	3598	0.021888426	0.054203582	6906
SKIL	8	4624	0.021889952	0.054203582	6907
COPB1	9	3678	0.021894531	0.054203582	6908
C16orf72	9	3779	0.021894845	0.054203582	6909
NOP56	9	4661	0.021895257	0.054203582	6910
GEM	10	4543	0.021896590	0.054203582	6911
GOLGA6A	9	3012	0.021896853	0.054203582	6912
SLCO4A1	10	3820	0.021901774	0.054206794	6913
SCAMP2	10	4945	0.021904487	0.054206794	6914
WLS	9	4738	0.021915436	0.054223004	6915
ANKZF1	8	3367	0.021918708	0.054223004	6916
RASA1	9	4270	0.021920545	0.054223004	6917
VPS54	9	4985	0.021924454	0.054224834	6918
ARHGAP44	12	4179	0.021930157	0.054226586	6919
HOXC11	8	3186	0.021935045	0.054226586	6920
LEFTY2	9	3286	0.021936377	0.054226586	6921
ZNF628	8	3139	0.021938697	0.054226586	6922
MARK3	8	3751	0.021942567	0.054226586	6923
CYP46A1	10	4892	0.021944729	0.054226586	6924
PIK3R2	10	4703	0.021947347	0.054226586	6925
CDX1	7	3719	0.021953638	0.054234297	6926
CHST5	8	3121	0.021958867	0.054239384	6927
CYP2A7	8	3184	0.021966090	0.054244323	6928
CCNF	8	3422	0.021974743	0.054244323	6929
P2RX5	9	4246	0.021981011	0.054244323	6930
ATP6V1A	9	4879	0.021981820	0.054244323	6931
HEXIM1	9	3821	0.021986709	0.054244323	6932
PROX2	10	3456	0.021991153	0.054244323	6933
GPR155	8	3482	0.021991574	0.054244323	6934
PRMT5	8	3587	0.021995748	0.054244323	6935
AC093525.2	8	3797	0.021998658	0.054244323	6936
B3GAT2	11	4135	0.022000188	0.054244323	6937
SNX31	9	4289	0.022003194	0.054244323	6938
FZD2	11	4874	0.022007499	0.054244323	6939
CERS6	11	3650	0.022008276	0.054244323	6940
ARHGAP39	8	3011	0.022008919	0.054244323	6941
VEGFA	9	4943	0.022010833	0.054244323	6942
TCAF2	8	4272	0.022011592	0.054244323	6943
IFNGR1	9	3937	0.022015425	0.054245955	6944
DPP8	7	3527	0.022023713	0.054250929	6945
ZNF430	9	3057	0.022023785	0.054250929	6946
TSKU	10	4853	0.022028674	0.054255163	6947
PNPLA1	9	3848	0.022038980	0.054261561	6948
WASF1	9	3990	0.022039387	0.054261561	6949
ZNF773	9	4109	0.022042421	0.054261561	6950
MSH3	8	4774	0.022056338	0.054261561	6951
FOXS1	8	3418	0.022059858	0.054261561	6952
MPPED1	10	3387	0.022065960	0.054261561	6953
MYF6	9	3336	0.022068940	0.054261561	6954
KRT39	8	3807	0.022069694	0.054261561	6955
DBX1	9	4834	0.022070334	0.054261561	6956
CEACAM7	9	4665	0.022071721	0.054261561	6957
BMX	9	4465	0.022071943	0.054261561	6958
DNMT1	9	3919	0.022075024	0.054261561	6959
GLMP	8	4710	0.022080338	0.054261561	6960
PERP	10	3498	0.022086211	0.054261561	6961
TTLL4	8	4325	0.022090229	0.054261561	6962
CFC1	9	4614	0.022101275	0.054261561	6963
LIN9	9	4867	0.022104134	0.054261561	6964
VEZF1	9	3687	0.022105450	0.054261561	6965
SETD5	11	4014	0.022107445	0.054261561	6966
WDR1	9	3667	0.022108059	0.054261561	6967
ZNF239	10	3648	0.022109032	0.054261561	6968
PGAP1	10	3961	0.022111782	0.054261561	6969
ASB12	9	3507	0.022120499	0.054261561	6970
HIF3A	8	4179	0.022124946	0.054261561	6971
TFCP2	9	4678	0.022143231	0.054261561	6972
TMEM177	9	4998	0.022143602	0.054261561	6973
ANKRD27	9	3721	0.022149239	0.054261561	6974
STAU2	7	4513	0.022155357	0.054261561	6975
REL	8	4286	0.022156393	0.054261561	6976
KRTAP9-2	7	3333	0.022162553	0.054261561	6977
DCLRE1B	8	3406	0.022170741	0.054261561	6978
BIRC3	6	4357	0.022175058	0.054261561	6979
CTR9	9	4574	0.022178136	0.054261561	6980
PDCD6IP	8	3367	0.022180044	0.054261561	6981
GBE1	9	4378	0.022189068	0.054261561	6982
OARD1	10	4189	0.022191724	0.054261561	6983
SIM2	9	4754	0.022192421	0.054261561	6984
HAP1	9	4296	0.022193746	0.054261561	6985
USP11	11	3348	0.022193857	0.054261561	6986
MCMDC2	10	4258	0.022194166	0.054261561	6987
BEST2	10	4629	0.022195460	0.054261561	6988
KCNC1	8	4895	0.022201440	0.054261561	6989
SH2D3A	9	4848	0.022201486	0.054261561	6990
OR3A1	9	3392	0.022204885	0.054261561	6991
MARVELD2	8	4859	0.022206103	0.054261561	6992
MCHR1	9	3858	0.022216605	0.054261561	6993
MOB4	9	4095	0.022218805	0.054261561	6994
FUT5	10	3428	0.022220676	0.054261561	6995
SERGEF	9	3184	0.022225238	0.054261561	6996
HEY2	9	4200	0.022227467	0.054261561	6997
BTBD16	10	4799	0.022229487	0.054261561	6998
COLEC11	11	4270	0.022232069	0.054261561	6999
CNNM2	9	4936	0.022233043	0.054261561	7000
RSPRY1	10	4152	0.022233227	0.054261561	7001
WSCD1	10	3880	0.022236031	0.054261561	7002
CORO7	8	3717	0.022244530	0.054261561	7003
METTL25	8	3313	0.022249587	0.054261561	7004
CETN1	9	4700	0.022252337	0.054261561	7005
OR13D1	10	4260	0.022254258	0.054261561	7006
OPN1LW	9	3911	0.022254928	0.054261561	7007
SLC7A2	8	4686	0.022258809	0.054261561	7008
ERCC1	7	4983	0.022260255	0.054261561	7009
PGBD4	8	4994	0.022266618	0.054261561	7010
DAB2IP	8	4838	0.022270084	0.054261561	7011
ADORA1	10	4817	0.022271414	0.054261561	7012
ASCC2	9	4857	0.022271813	0.054261561	7013
MRGPRD	9	4881	0.022271987	0.054261561	7014
PTCH2	10	3338	0.022272175	0.054261561	7015
UGT1A5	10	4062	0.022272656	0.054261561	7016
ZNF639	8	4033	0.022276327	0.054261561	7017
LAS1L	9	3100	0.022276774	0.054261561	7018
LGALS2	7	3621	0.022281580	0.054261561	7019
CSNK1D	9	4224	0.022282146	0.054261561	7020
POLM	10	3295	0.022289020	0.054261561	7021
DNAH12	9	4093	0.022289702	0.054261561	7022
NPLOC4	8	4135	0.022290656	0.054261561	7023
FCGR3A	9	3119	0.022299386	0.054261561	7024
TCF21	9	4585	0.022300487	0.054261561	7025
USP4	8	3387	0.022300519	0.054261561	7026
ZNF79	8	3335	0.022304093	0.054261561	7027
SYK	8	3521	0.022306983	0.054261561	7028
RAB39B	9	3272	0.022311586	0.054261561	7029
ACTN1	10	3533	0.022311823	0.054261561	7030
NDUFA10	8	3840	0.022323691	0.054261561	7031
ZRSR2	9	3108	0.022324359	0.054261561	7032
SEC62	8	3548	0.022327071	0.054261561	7033
WAS	9	4427	0.022331580	0.054261561	7034
ITCH	10	3803	0.022333998	0.054261561	7035
ZNF668	9	3012	0.022338205	0.054261561	7036
SLC36A3	8	4989	0.022346270	0.054261561	7037
CDYL2	10	3559	0.022348578	0.054261561	7038
SPTLC3	9	3606	0.022349271	0.054261561	7039
NPEPPS	8	3445	0.022352465	0.054261561	7040
PLEKHB2	9	3138	0.022353027	0.054261561	7041
PLEKHO1	8	4641	0.022353872	0.054261561	7042
EPB42	9	3314	0.022356192	0.054261561	7043
NMD3	8	4630	0.022357702	0.054261561	7044
ABHD10	7	3579	0.022358586	0.054261561	7045
OSBP	9	3433	0.022358868	0.054261561	7046
RASGEF1C	9	3470	0.022375131	0.054261561	7047
WDR45	8	4363	0.022381159	0.054261561	7048
SEC22A	7	4298	0.022383950	0.054261561	7049
EYA3	10	4772	0.022387501	0.054261561	7050
OSR2	8	3656	0.022392318	0.054261561	7051
MMP7	8	4454	0.022401888	0.054261561	7052
SLC25A31	10	3370	0.022409962	0.054261561	7053
AHSA1	8	4273	0.022420166	0.054261561	7054
IFT81	8	4260	0.022425765	0.054261561	7055
ZNF37A	10	4768	0.022428526	0.054261561	7056
RBM39	9	4688	0.022429435	0.054261561	7057
CCDC93	10	3631	0.022431768	0.054261561	7058
GRAP2	10	4423	0.022433394	0.054261561	7059
KLHL26	9	4749	0.022433639	0.054261561	7060
NTHL1	9	4011	0.022435664	0.054261561	7061
FKBP8	8	4761	0.022439986	0.054261561	7062
ZNF674	9	4666	0.022442401	0.054261561	7063
SLC6A1	10	3639	0.022445237	0.054261561	7064
ITPRIPL1	9	3782	0.022449216	0.054261561	7065
PRSS22	7	4878	0.022461265	0.054261561	7066
ZNF426	8	4027	0.022462014	0.054261561	7067
SPEM2	9	4773	0.022469178	0.054261561	7068
LEFTY1	8	3788	0.022471663	0.054261561	7069
CAV3	8	3115	0.022482940	0.054261561	7070
GABRR2	9	4117	0.022490968	0.054261561	7071
HERC5	11	4661	0.022492741	0.054261561	7072
ADRA1D	7	4854	0.022492947	0.054261561	7073
MSANTD3	9	3454	0.022495391	0.054261561	7074
STAM	9	3071	0.022495982	0.054261561	7075
TRMO	8	4447	0.022500690	0.054261561	7076
HSPA12B	8	4073	0.022502935	0.054261561	7077
HMGCS1	9	3478	0.022506615	0.054261561	7078
SECISBP2	8	3200	0.022507055	0.054261561	7079
TSNAXIP1	8	3112	0.022511769	0.054261561	7080
ATP6V0A1	10	3332	0.022517435	0.054261561	7081
ATP6V1H	10	3261	0.022520742	0.054261561	7082
AARS1	9	3682	0.022530793	0.054261561	7083
WNT2B	7	4702	0.022530942	0.054261561	7084
ST8SIA5	10	4597	0.022531616	0.054261561	7085
SGSM2	8	4657	0.022534411	0.054261561	7086
GLA	8	4816	0.022537571	0.054261561	7087
SLC5A2	8	3902	0.022542209	0.054261561	7088
TASOR	8	3581	0.022549677	0.054261561	7089
VLDLR	8	3844	0.022550325	0.054261561	7090
IGKV2D-29	10	3634	0.022552208	0.054261561	7091
ANKH	11	3136	0.022554745	0.054261561	7092
BICRAL	11	3503	0.022556266	0.054261561	7093
HAT1	9	3757	0.022556757	0.054261561	7094
PRCP	9	4548	0.022563138	0.054261561	7095
SSX1	8	4594	0.022566919	0.054261561	7096
LMAN1L	10	3726	0.022567221	0.054261561	7097
NEXN	8	3320	0.022569701	0.054261561	7098
CPSF6	8	3579	0.022575165	0.054261561	7099
KLF11	11	3009	0.022582670	0.054261561	7100
PDP2	9	3191	0.022585645	0.054261561	7101
NPHP3	9	4527	0.022592288	0.054261561	7102
KCNJ15	10	4064	0.022593266	0.054261561	7103
UFL1	9	4445	0.022593951	0.054261561	7104
TTLL6	10	3411	0.022598207	0.054261561	7105
REEP3	9	3564	0.022602359	0.054261561	7106
GBX1	9	4520	0.022610076	0.054261561	7107
EDC4	9	4172	0.022616964	0.054261561	7108
CHST12	8	3879	0.022620435	0.054261561	7109
LIN7A	8	3826	0.022624293	0.054261561	7110
ZNF595	9	4230	0.022625916	0.054261561	7111
ZNF770	8	4924	0.022634066	0.054261561	7112
LSS	9	3829	0.022634601	0.054261561	7113
OR7C2	9	4701	0.022635101	0.054261561	7114
PDE7B	8	3673	0.022640201	0.054261561	7115
SLC30A9	10	3629	0.022644555	0.054261561	7116
KLF7	8	4225	0.022647940	0.054261561	7117
LCN15	10	3511	0.022649311	0.054261561	7118
P2RX1	8	4220	0.022651619	0.054261561	7119
DENND4A	9	4766	0.022660847	0.054261561	7120
RSPO1	7	4738	0.022672875	0.054261561	7121
GALK2	9	4474	0.022684015	0.054261561	7122
OR52A1	10	4378	0.022684049	0.054261561	7123
COL10A1	9	3779	0.022684101	0.054261561	7124
FMO4	10	4201	0.022685188	0.054261561	7125
AP3B2	9	3698	0.022685860	0.054261561	7126
IPO5	9	3597	0.022689565	0.054261561	7127
SRPX2	9	3905	0.022691015	0.054261561	7128
FBXW4	7	4689	0.022693742	0.054261561	7129
PGLYRP3	8	4986	0.022696208	0.054261561	7130
ASNS	9	4567	0.022702698	0.054261561	7131
LRIG2	8	3787	0.022708414	0.054261561	7132
EXTL1	8	4806	0.022712215	0.054261561	7133
EDEM3	9	3649	0.022712571	0.054261561	7134
TTC7B	9	4283	0.022713257	0.054261561	7135
MAP4	9	3639	0.022714781	0.054261561	7136
BMI1	8	4825	0.022718700	0.054261561	7137
CLMN	9	3900	0.022719361	0.054261561	7138
FZD9	10	4187	0.022719432	0.054261561	7139
CLASP2	8	4016	0.022719709	0.054261561	7140
ZDHHC15	8	4204	0.022720148	0.054261561	7141
IGHV2-26	8	4237	0.022722976	0.054261561	7142
CAVIN4	9	4291	0.022723090	0.054261561	7143
THAP4	9	4051	0.022724623	0.054261561	7144
SUGP2	9	3870	0.022726663	0.054261561	7145
DUS4L-BCAP29	9	3200	0.022726672	0.054261561	7146
CD19	9	3139	0.022731163	0.054261561	7147
ZNF700	11	3312	0.022735921	0.054261561	7148
TBC1D25	10	4504	0.022736772	0.054261561	7149
ZNF134	8	4083	0.022737014	0.054261561	7150
ZNF225	10	3757	0.022737139	0.054261561	7151
GLUL	11	3427	0.022750961	0.054261561	7152
PATZ1	9	3307	0.022750991	0.054261561	7153
KRTAP9-3	9	3638	0.022753285	0.054261561	7154
TLE1	9	3160	0.022756530	0.054261561	7155
MFHAS1	9	3485	0.022761621	0.054261561	7156
PRLHR	10	3667	0.022763350	0.054261561	7157
TMEM63B	7	3420	0.022763781	0.054261561	7158
BEND6	10	3122	0.022764296	0.054261561	7159
WNT3A	8	4308	0.022768126	0.054261561	7160
ADCY4	9	4876	0.022777077	0.054261561	7161
ZXDC	9	4205	0.022778949	0.054261561	7162
C3AR1	10	3146	0.022780385	0.054261561	7163
PDE8B	10	3082	0.022780913	0.054261561	7164
FOXL2	8	3523	0.022784693	0.054261561	7165
PARP3	9	4066	0.022793644	0.054261561	7166
MOV10	9	3653	0.022805000	0.054261561	7167
TSSK4	8	3817	0.022805180	0.054261561	7168
ORC1	9	3405	0.022806645	0.054261561	7169
PSMB11	10	3056	0.022808439	0.054261561	7170
H3C7	9	3973	0.022808615	0.054261561	7171
CUL4B	8	3282	0.022813250	0.054261561	7172
CCDC14	8	3086	0.022815740	0.054261561	7173
MFSD1	9	3780	0.022819060	0.054261561	7174
TMEM117	9	4619	0.022822885	0.054261561	7175
ARMH4	10	4152	0.022824992	0.054261561	7176
PNMA5	8	3124	0.022826048	0.054261561	7177
SUSD6	10	4721	0.022831873	0.054261561	7178
SLC46A2	9	4968	0.022835998	0.054261561	7179
ZNF513	8	3638	0.022837563	0.054261561	7180
ZNF440	8	3542	0.022839066	0.054261561	7181
C1QTNF8	7	3112	0.022839199	0.054261561	7182
FLACC1	7	3342	0.022839382	0.054261561	7183
PAPOLG	7	4547	0.022839739	0.054261561	7184
SUV39H2	10	4812	0.022845092	0.054261561	7185
CNOT2	10	4560	0.022846254	0.054261561	7186
TRBV2	9	3991	0.022847407	0.054261561	7187
A4GNT	9	3330	0.022848594	0.054261561	7188
CDKN2C	8	4497	0.022849393	0.054261561	7189
TAS2R30	7	4822	0.022854767	0.054261561	7190
RFX3	9	4241	0.022854789	0.054261561	7191
FASTKD1	8	4497	0.022855625	0.054261561	7192
SCYL1	9	4319	0.022855701	0.054261561	7193
CHRDL2	9	4299	0.022860522	0.054261561	7194
IFIT1B	8	4925	0.022866813	0.054261561	7195
FAF2	8	3998	0.022867921	0.054261561	7196
